trial,chromosome,n_val,spearman_rho,best_n_estimators,pruned
17,2,62104,0.17036675601165366,442,false
17,3,43116,0.16598144413529173,421,false
17,4,41448,0.18406679393000816,254,false
17,5,41200,0.1691099781785253,399,false
17,6,45488,0.1682759861928004,578,false
17,7,36816,0.1896371538559144,455,false
17,8,32904,0.16021370897637655,506,false
17,9,29048,0.17126105361854266,262,false
17,X,11156,0.15257966204697182,484,false
17,Y,1000,0.18615594925887452,436,false
17,10,31808,0.17579055391616566,500,false
17,11,36908,0.166489417962643,435,false
17,12,39700,0.1760424028085228,637,false
17,13,22392,0.17049156280456668,564,false
17,14,25976,0.16564864090192874,488,false
17,15,27880,0.16429801551769285,524,false
17,16,27972,0.16540149008643537,469,false
17,17,35444,0.17076422445594602,533,false
17,18,18180,0.16711613009366177,359,false
17,19,33552,0.1512884644443116,323,false
17,20,21792,0.16258535573659463,467,false
17,21,11324,0.17508874935696037,528,false
17,22,16664,0.16969242321739442,542,false
18,2,62104,0.17065078797507213,306,false
18,3,43116,0.16502119536765086,310,false
18,4,41448,0.18784517381056798,338,false
18,5,41200,0.16784416855768788,347,false
18,6,45488,0.1719209298435567,554,false
18,7,36816,0.18398334270558417,329,false
18,8,32904,0.15290898039525522,400,false
18,9,29048,0.1679851531753597,217,false
18,X,11156,0.16090460034738602,472,false
18,Y,1000,0.17796874971359455,369,false
18,10,31808,0.1746195607700231,411,false
18,11,36908,0.16647078382119185,356,false
18,12,39700,0.1764054514620894,470,false
18,13,22392,0.16861930209122644,338,false
18,14,25976,0.16623762387375934,431,false
18,15,27880,0.162445415212084,326,false
18,16,27972,0.16352445418939499,354,false
18,17,35444,0.16953490001180432,394,false
18,18,18180,0.16822658596665033,393,false
18,19,33552,0.14929947408441896,458,false
18,20,21792,0.16117201359369654,325,false
18,21,11324,0.1790213511272775,297,false
18,22,16664,0.1649612407102447,420,false
19,2,62104,0.16009291590306043,591,true
19,3,43116,0.1536542831875409,522,true
19,4,41448,0.1746278526764599,359,true
19,5,41200,0.1573737391989749,503,true
19,6,45488,0.16845322537575688,930,true
19,7,36816,0.17596032151139898,608,true
20,2,62104,0.17153737458433066,165,false
20,3,43116,0.16572577352007944,175,false
20,4,41448,0.1867862113384384,119,false
20,5,41200,0.16907708814333475,163,false
20,6,45488,0.1721776979362053,206,false
20,7,36816,0.18703242390006675,156,false
20,8,32904,0.15739266119055426,184,false
20,9,29048,0.16913773368682944,85,false
20,X,11156,0.15268035654328743,338,false
20,Y,1000,0.17510856269329395,165,false
20,10,31808,0.17317753059635455,195,false
20,11,36908,0.16639395263696738,175,false
20,12,39700,0.17273834932704257,247,false
20,13,22392,0.1700431954971284,187,false
20,14,25976,0.17150252344712127,255,false
20,15,27880,0.16461100611692356,197,false
20,16,27972,0.16461635412870745,178,false
20,17,35444,0.1643550046362375,199,false
20,18,18180,0.16420228345133583,134,false
20,19,33552,0.15472554458119453,188,false
20,20,21792,0.15760282218102653,87,false
20,21,11324,0.17455922398537407,190,false
20,22,16664,0.1656588714655608,194,false
21,2,62104,0.17259220918374715,200,false
21,3,43116,0.16553565619728663,207,false
21,4,41448,0.1838512245891502,125,false
21,5,41200,0.16731502029800557,216,false
21,6,45488,0.17386846728037667,280,false
21,7,36816,0.18388901275826372,222,false
21,8,32904,0.15834893225029179,238,false
21,9,29048,0.1702476134027739,106,false
21,X,11156,0.15489014191829234,162,false
21,Y,1000,0.19275771469547678,215,false
